protein_id,degree,organism
XP_5524441.1,5,Homo sapiens
YP_4380650.1,8,Homo sapiens
NP_4852989.1,4,Homo sapiens
RP_9341937.1,2,Homo sapiens
XP_2126110.1,2,Homo sapiens
WP_5741379.1,8,Homo sapiens
WP_8925150.1,9,Homo sapiens
AP_7028887.1,6,Homo sapiens
XP_8227333.1,9,Homo sapiens
YP_8336781.1,13,Homo sapiens
WP_5302413.1,18,Homo sapiens
NP_7463280.1,14,Homo sapiens
YP_6866886.1,5,Homo sapiens
YP_8312411.1,13,Homo sapiens
ZP_5231104.1,6,Homo sapiens
XP_2027716.1,4,Homo sapiens
YP_9681111.1,5,Homo sapiens
WP_5341684.1,0,Homo sapiens
NP_5859420.1,5,Homo sapiens
NP_9934858.1,5,Homo sapiens
WP_7022981.1,6,Homo sapiens
NP_4993091.1,8,Homo sapiens
NP_3900315.1,9,Homo sapiens
WP_6569723.1,1,Homo sapiens
NP_2352641.1,5,Homo sapiens
RP_5207385.1,4,Homo sapiens
YP_8174444.1,0,Homo sapiens
ZP_1770357.1,3,Homo sapiens
RP_6493404.1,14,Homo sapiens
WP_4255479.1,8,Homo sapiens
ZP_8786594.1,14,Homo sapiens
XP_9342213.1,7,Homo sapiens
XP_1415823.1,2,Homo sapiens
AP_870692.1,12,Homo sapiens
YP_8917353.1,10,Homo sapiens
ZP_773812.1,4,Homo sapiens
NP_7897698.1,8,Homo sapiens
AP_9846734.1,6,Homo sapiens
ZP_3917042.1,7,Homo sapiens
WP_5069411.1,8,Homo sapiens
AP_752416.1,2,Homo sapiens
ZP_8261562.1,7,Homo sapiens
NP_1807542.1,4,Homo sapiens
YP_6186932.1,4,Homo sapiens
AP_9663454.1,11,Homo sapiens
NP_1949395.1,7,Homo sapiens
YP_5324237.1,9,Homo sapiens
RP_5260324.1,1,Homo sapiens
ZP_7521289.1,11,Homo sapiens
NP_5747183.1,5,Homo sapiens
YP_9560592.1,5,Homo sapiens
AP_5317084.1,2,Homo sapiens
YP_3305228.1,6,Homo sapiens
WP_5399238.1,6,Homo sapiens
XP_8982600.1,6,Homo sapiens
XP_6614948.1,7,Homo sapiens
NP_6817526.1,3,Homo sapiens
YP_4529899.1,4,Homo sapiens
RP_3991151.1,7,Homo sapiens
WP_2048061.1,8,Homo sapiens
YP_6681118.1,4,Homo sapiens
XP_998332.1,6,Homo sapiens
RP_7703876.1,6,Homo sapiens
RP_8651795.1,3,Homo sapiens
RP_4803855.1,1,Homo sapiens
RP_5348400.1,3,Homo sapiens
RP_8656135.1,4,Homo sapiens
AP_2844804.1,11,Homo sapiens
XP_1687819.1,6,Homo sapiens
NP_5282101.1,5,Homo sapiens
XP_6641600.1,4,Homo sapiens
XP_694557.1,4,Homo sapiens
WP_8454207.1,1,Homo sapiens
NP_1825049.1,6,Homo sapiens
NP_7945870.1,7,Homo sapiens
ZP_583442.1,5,Homo sapiens
ZP_5372225.1,7,Homo sapiens
YP_4209545.1,4,Homo sapiens
ZP_6722766.1,2,Homo sapiens
XP_8586014.1,3,Homo sapiens
WP_3552814.1,6,Homo sapiens
XP_6970679.1,5,Homo sapiens
WP_9510044.1,4,Homo sapiens
YP_7455566.1,0,Homo sapiens
YP_1709184.1,1,Homo sapiens
WP_4898793.1,7,Homo sapiens
RP_2428476.1,0,Homo sapiens
NP_7838866.1,5,Homo sapiens
AP_5213728.1,3,Homo sapiens
NP_5486159.1,6,Homo sapiens
RP_9176940.1,12,Homo sapiens
YP_170463.1,5,Homo sapiens
AP_5550652.1,1,Homo sapiens
RP_9621791.1,8,Homo sapiens
NP_2530992.1,4,Homo sapiens
RP_4414380.1,4,Homo sapiens
AP_5011408.1,10,Homo sapiens
WP_5216934.1,10,Homo sapiens
NP_9648902.1,6,Homo sapiens
AP_8525021.1,5,Homo sapiens
YP_8003402.1,5,Homo sapiens
YP_5990298.1,3,Homo sapiens
AP_8127522.1,8,Homo sapiens
RP_4960319.1,12,Homo sapiens
NP_9404088.1,4,Homo sapiens
XP_3481915.1,6,Homo sapiens
YP_2248983.1,1,Homo sapiens
YP_1008380.1,7,Homo sapiens
YP_1437768.1,2,Homo sapiens
WP_6959698.1,7,Homo sapiens
XP_1506150.1,13,Homo sapiens
XP_1329458.1,6,Homo sapiens
NP_9655880.1,7,Homo sapiens
AP_6396450.1,10,Homo sapiens
WP_6460756.1,9,Homo sapiens
XP_4855997.1,2,Homo sapiens
YP_1593551.1,9,Homo sapiens
NP_2536831.1,3,Homo sapiens
XP_8843662.1,8,Homo sapiens
YP_3939847.1,2,Homo sapiens
ZP_1266670.1,9,Homo sapiens
ZP_5419728.1,4,Homo sapiens
AP_5510897.1,1,Homo sapiens
NP_7184364.1,4,Homo sapiens
AP_4122261.1,3,Homo sapiens
RP_4737203.1,5,Homo sapiens
AP_2099482.1,10,Homo sapiens
NP_3749244.1,5,Homo sapiens
WP_5946866.1,6,Homo sapiens
WP_6282719.1,4,Homo sapiens
WP_9954523.1,4,Homo sapiens
ZP_2159385.1,5,Homo sapiens
RP_7549194.1,7,Homo sapiens
WP_1475645.1,6,Homo sapiens
WP_6662877.1,9,Homo sapiens
YP_9323048.1,7,Homo sapiens
ZP_7064705.1,1,Homo sapiens
AP_9188503.1,3,Homo sapiens
RP_7756495.1,2,Homo sapiens
YP_3922727.1,4,Homo sapiens
YP_7325593.1,4,Homo sapiens
NP_3149316.1,5,Homo sapiens
AP_9638342.1,7,Homo sapiens
NP_3060883.1,2,Homo sapiens
YP_1006450.1,4,Homo sapiens
ZP_382140.1,11,Homo sapiens
WP_8313062.1,8,Homo sapiens
ZP_658981.1,4,Homo sapiens
AP_8597552.1,5,Homo sapiens
RP_7783647.1,7,Homo sapiens
NP_4491401.1,8,Homo sapiens
AP_2053341.1,7,Homo sapiens
NP_9621995.1,7,Homo sapiens
NP_4002908.1,6,Homo sapiens
AP_8003498.1,5,Homo sapiens
XP_5798618.1,4,Homo sapiens
YP_9184140.1,3,Homo sapiens
WP_9285665.1,13,Homo sapiens
XP_6336893.1,1,Homo sapiens
ZP_7350569.1,3,Homo sapiens
ZP_1905518.1,1,Homo sapiens
YP_3723425.1,5,Homo sapiens
NP_6621689.1,4,Homo sapiens
RP_6398941.1,7,Homo sapiens
YP_4191685.1,5,Homo sapiens
YP_284514.1,4,Homo sapiens
XP_9287266.1,12,Homo sapiens
XP_1358624.1,5,Homo sapiens
XP_7396991.1,6,Homo sapiens
ZP_9451060.1,4,Homo sapiens
NP_4883725.1,4,Homo sapiens
AP_6771203.1,3,Homo sapiens
RP_2850025.1,7,Homo sapiens
RP_5835630.1,9,Homo sapiens
ZP_2614399.1,5,Homo sapiens
RP_1055205.1,6,Homo sapiens
ZP_1066649.1,4,Homo sapiens
AP_7593971.1,8,Homo sapiens
ZP_9422656.1,5,Homo sapiens
ZP_7676126.1,6,Homo sapiens
XP_5161500.1,5,Homo sapiens
AP_7596287.1,8,Homo sapiens
WP_564462.1,7,Homo sapiens
AP_4968923.1,5,Homo sapiens
XP_8030221.1,4,Homo sapiens
WP_4703623.1,10,Homo sapiens
RP_374535.1,3,Homo sapiens
AP_5240709.1,4,Homo sapiens
NP_4916129.1,8,Homo sapiens
WP_1017472.1,4,Homo sapiens
XP_3749279.1,6,Homo sapiens
XP_5116239.1,3,Homo sapiens
WP_3321131.1,11,Homo sapiens
WP_9077182.1,5,Homo sapiens
WP_8593535.1,10,Homo sapiens
AP_7883874.1,10,Homo sapiens
AP_4317690.1,9,Homo sapiens
WP_3749886.1,5,Homo sapiens
RP_4546460.1,9,Homo sapiens
AP_5144080.1,7,Homo sapiens
WP_4763754.1,7,Homo sapiens
WP_6640180.1,2,Homo sapiens
WP_8603197.1,11,Homo sapiens
RP_9107611.1,4,Homo sapiens
AP_6754754.1,7,Homo sapiens
XP_6648894.1,7,Homo sapiens
XP_2607743.1,4,Homo sapiens
ZP_5177198.1,3,Homo sapiens
WP_6284377.1,3,Homo sapiens
WP_4024482.1,7,Homo sapiens
AP_5047796.1,5,Homo sapiens
AP_4390697.1,9,Homo sapiens
WP_6986940.1,6,Homo sapiens
RP_3912010.1,8,Homo sapiens
NP_1670889.1,2,Homo sapiens
AP_3171640.1,10,Homo sapiens
ZP_5353974.1,4,Homo sapiens
WP_1784449.1,6,Homo sapiens
RP_5853371.1,3,Homo sapiens
AP_1217374.1,5,Homo sapiens
WP_2398756.1,3,Homo sapiens
WP_7200052.1,9,Homo sapiens
ZP_8518865.1,9,Homo sapiens
ZP_7273877.1,6,Homo sapiens
YP_1085257.1,1,Homo sapiens
ZP_518829.1,7,Homo sapiens
WP_7140906.1,4,Homo sapiens
AP_7617750.1,4,Homo sapiens
XP_8813937.1,5,Homo sapiens
RP_1643812.1,5,Homo sapiens
RP_7931038.1,12,Homo sapiens
YP_965256.1,3,Homo sapiens
XP_8048745.1,8,Homo sapiens
XP_7404000.1,6,Homo sapiens
RP_7168931.1,6,Homo sapiens
YP_4573447.1,7,Homo sapiens
ZP_8891765.1,7,Homo sapiens
NP_6239996.1,14,Homo sapiens
XP_7657773.1,3,Homo sapiens
NP_7837777.1,3,Homo sapiens
YP_1484822.1,9,Homo sapiens
WP_1907402.1,10,Homo sapiens
RP_9623979.1,10,Homo sapiens
XP_9148595.1,5,Homo sapiens
XP_343877.1,3,Homo sapiens
WP_1020759.1,9,Homo sapiens
NP_5886572.1,6,Homo sapiens
NP_9955780.1,6,Homo sapiens
YP_8486369.1,2,Homo sapiens
ZP_1958997.1,3,Homo sapiens
NP_9907434.1,6,Homo sapiens
ZP_1529290.1,7,Homo sapiens
XP_2220711.1,1,Homo sapiens
AP_6371271.1,8,Homo sapiens
NP_7013744.1,2,Homo sapiens
ZP_8976659.1,3,Homo sapiens
RP_539439.1,4,Homo sapiens
XP_1364134.1,9,Homo sapiens
AP_5859919.1,7,Homo sapiens
WP_5955319.1,4,Homo sapiens
RP_1047272.1,3,Homo sapiens
WP_5830482.1,7,Homo sapiens
ZP_6041028.1,6,Homo sapiens
NP_6700430.1,5,Homo sapiens
RP_3219734.1,4,Homo sapiens
YP_811943.1,10,Homo sapiens
RP_2721158.1,3,Homo sapiens
AP_6243243.1,4,Homo sapiens
YP_5854640.1,4,Homo sapiens
NP_2098173.1,5,Homo sapiens
AP_4806797.1,10,Homo sapiens
WP_1590017.1,5,Homo sapiens
NP_9358054.1,6,Homo sapiens
ZP_741593.1,5,Homo sapiens
NP_9955738.1,4,Homo sapiens
ZP_2397905.1,7,Homo sapiens
XP_4297079.1,7,Homo sapiens
NP_2687551.1,4,Homo sapiens
ZP_4209070.1,3,Homo sapiens
AP_1906210.1,5,Homo sapiens
AP_6456605.1,8,Homo sapiens
YP_5040359.1,12,Homo sapiens
ZP_4501207.1,9,Homo sapiens
RP_6191111.1,12,Homo sapiens
WP_8840973.1,6,Homo sapiens
AP_8849917.1,4,Homo sapiens
ZP_9266243.1,3,Homo sapiens
AP_7391916.1,8,Homo sapiens
ZP_9319865.1,1,Homo sapiens
XP_9811781.1,10,Homo sapiens
RP_7980055.1,5,Homo sapiens
RP_4080053.1,4,Homo sapiens
NP_5207742.1,4,Homo sapiens
RP_4001403.1,12,Homo sapiens
XP_1945700.1,3,Homo sapiens
XP_6982727.1,10,Homo sapiens
XP_971535.1,2,Homo sapiens
ZP_1842166.1,5,Homo sapiens
YP_1561312.1,5,Homo sapiens
RP_7727742.1,14,Homo sapiens
NP_8985048.1,7,Homo sapiens
RP_9940745.1,10,Homo sapiens
AP_2842455.1,6,Homo sapiens
NP_6113704.1,5,Homo sapiens
XP_395599.1,3,Homo sapiens
NP_697904.1,2,Homo sapiens
RP_216841.1,4,Homo sapiens
RP_8658542.1,8,Homo sapiens
RP_5926038.1,3,Homo sapiens
RP_337068.1,9,Homo sapiens
YP_1704243.1,6,Homo sapiens
NP_4872945.1,10,Homo sapiens
AP_1738846.1,5,Homo sapiens
ZP_9948018.1,4,Homo sapiens
ZP_8813542.1,4,Homo sapiens
YP_1902466.1,7,Homo sapiens
NP_9286191.1,6,Homo sapiens
RP_3814755.1,2,Homo sapiens
WP_3227640.1,2,Homo sapiens
XP_4198535.1,3,Homo sapiens
AP_9660912.1,0,Homo sapiens
YP_5773938.1,2,Homo sapiens
AP_5208728.1,9,Homo sapiens
ZP_5869049.1,12,Homo sapiens
XP_1019134.1,9,Homo sapiens
XP_6479515.1,10,Homo sapiens
RP_4736440.1,9,Homo sapiens
AP_6589759.1,4,Homo sapiens
WP_2670725.1,10,Homo sapiens
RP_2526277.1,7,Homo sapiens
ZP_5424852.1,1,Homo sapiens
XP_1417621.1,2,Homo sapiens
NP_3737967.1,2,Homo sapiens
XP_9928959.1,7,Homo sapiens
AP_5153127.1,5,Homo sapiens
RP_4171495.1,5,Homo sapiens
XP_2191013.1,1,Homo sapiens
XP_3781890.1,4,Homo sapiens
NP_972834.1,13,Homo sapiens
WP_6726379.1,9,Homo sapiens
YP_5987774.1,7,Homo sapiens
AP_7452132.1,5,Homo sapiens
XP_1132499.1,9,Homo sapiens
YP_7830302.1,5,Homo sapiens
YP_2431348.1,8,Homo sapiens
NP_6665269.1,4,Homo sapiens
ZP_2906284.1,6,Homo sapiens
AP_6672531.1,6,Homo sapiens
AP_6916080.1,2,Homo sapiens
XP_5650560.1,3,Homo sapiens
YP_1330796.1,6,Homo sapiens
YP_4310583.1,4,Homo sapiens
NP_4380428.1,5,Homo sapiens
RP_2533351.1,11,Homo sapiens
WP_2919182.1,8,Homo sapiens
WP_547244.1,9,Homo sapiens
RP_6352016.1,4,Homo sapiens
ZP_9327535.1,3,Homo sapiens
RP_1378673.1,9,Homo sapiens
RP_4215741.1,5,Homo sapiens
RP_6878892.1,6,Homo sapiens
NP_4784013.1,3,Homo sapiens
XP_5144829.1,6,Homo sapiens
AP_2538710.1,2,Homo sapiens
YP_867442.1,11,Homo sapiens
ZP_8963886.1,6,Homo sapiens
YP_8868201.1,6,Homo sapiens
ZP_5578878.1,6,Homo sapiens
AP_5779487.1,9,Homo sapiens
ZP_4940349.1,7,Homo sapiens
YP_6196696.1,7,Homo sapiens
ZP_1408014.1,8,Homo sapiens
YP_6689154.1,3,Homo sapiens
WP_2921839.1,10,Homo sapiens
YP_398783.1,8,Homo sapiens
RP_3702571.1,5,Homo sapiens
YP_9626221.1,14,Homo sapiens
YP_7139879.1,7,Homo sapiens
WP_7062365.1,15,Homo sapiens
ZP_3730400.1,4,Homo sapiens
WP_2954119.1,11,Homo sapiens
NP_6407517.1,3,Homo sapiens
WP_3405610.1,9,Homo sapiens
RP_2188618.1,6,Homo sapiens
RP_7696537.1,9,Homo sapiens
AP_4500852.1,2,Homo sapiens
AP_6859991.1,4,Homo sapiens
XP_7158021.1,8,Homo sapiens
AP_6219922.1,2,Homo sapiens
XP_7019879.1,12,Homo sapiens
YP_6762064.1,3,Homo sapiens
WP_2735122.1,5,Homo sapiens
WP_848692.1,6,Homo sapiens
WP_3566689.1,4,Homo sapiens
RP_1714694.1,6,Homo sapiens
ZP_9070512.1,6,Homo sapiens
XP_3981143.1,5,Homo sapiens
XP_2045537.1,4,Homo sapiens
XP_8041238.1,5,Homo sapiens
AP_8872978.1,5,Homo sapiens
ZP_3474659.1,16,Homo sapiens
XP_619385.1,3,Homo sapiens
YP_1672138.1,4,Homo sapiens
ZP_5280703.1,3,Homo sapiens
YP_6953878.1,6,Homo sapiens
ZP_7949453.1,6,Homo sapiens
WP_3473307.1,7,Homo sapiens
WP_7101837.1,4,Homo sapiens
WP_8165819.1,9,Homo sapiens
YP_8433920.1,7,Homo sapiens
RP_2121835.1,7,Homo sapiens
NP_3631674.1,7,Homo sapiens
YP_7436302.1,8,Homo sapiens
ZP_8839287.1,7,Homo sapiens
RP_6121656.1,11,Homo sapiens
RP_6619585.1,2,Homo sapiens
WP_2526105.1,2,Homo sapiens
XP_6553877.1,7,Homo sapiens
NP_5155769.1,3,Homo sapiens
ZP_6161266.1,3,Homo sapiens
WP_5674807.1,5,Homo sapiens
AP_6609762.1,9,Homo sapiens
NP_644026.1,3,Homo sapiens
YP_6343490.1,3,Homo sapiens
ZP_7321352.1,8,Homo sapiens
AP_4572089.1,6,Homo sapiens
RP_368449.1,9,Homo sapiens
RP_7720958.1,3,Homo sapiens
NP_4530675.1,4,Homo sapiens
ZP_9134883.1,1,Homo sapiens
RP_8613199.1,1,Homo sapiens
RP_6922255.1,5,Homo sapiens
YP_4561213.1,0,Homo sapiens
WP_9823257.1,4,Homo sapiens
AP_1260152.1,6,Homo sapiens
ZP_9472275.1,4,Homo sapiens
XP_6405236.1,8,Homo sapiens
XP_6295196.1,8,Homo sapiens
YP_2814766.1,8,Homo sapiens
NP_1692173.1,7,Homo sapiens
ZP_1174477.1,0,Homo sapiens
YP_1573300.1,4,Homo sapiens
YP_397584.1,1,Homo sapiens
WP_992015.1,2,Homo sapiens
ZP_8120497.1,5,Homo sapiens
AP_2971259.1,4,Homo sapiens
WP_954741.1,4,Homo sapiens
RP_2123615.1,8,Homo sapiens
WP_3110087.1,12,Homo sapiens
NP_8630057.1,6,Homo sapiens
YP_5481299.1,2,Homo sapiens
YP_3118439.1,6,Homo sapiens
RP_235370.1,9,Homo sapiens
AP_4742681.1,3,Homo sapiens
AP_6294868.1,3,Homo sapiens
RP_9404612.1,5,Homo sapiens
WP_527244.1,10,Homo sapiens
XP_3655912.1,7,Homo sapiens
WP_4813199.1,6,Homo sapiens
NP_2614368.1,6,Homo sapiens
ZP_892330.1,10,Homo sapiens
ZP_1842955.1,10,Homo sapiens
ZP_8754758.1,4,Homo sapiens
NP_1945964.1,3,Homo sapiens
WP_8978023.1,5,Homo sapiens
RP_3603548.1,6,Homo sapiens
AP_7285115.1,4,Homo sapiens
NP_2685181.1,4,Homo sapiens
YP_2369798.1,8,Homo sapiens
RP_3539289.1,11,Homo sapiens
AP_7785815.1,3,Homo sapiens
RP_8621267.1,4,Homo sapiens
YP_2698475.1,11,Homo sapiens
YP_3955798.1,1,Homo sapiens
XP_5041412.1,3,Homo sapiens
RP_1036320.1,7,Homo sapiens
YP_5110168.1,11,Homo sapiens
RP_5522569.1,8,Homo sapiens
XP_1747824.1,9,Homo sapiens
XP_3483973.1,9,Homo sapiens
WP_4225903.1,6,Homo sapiens
XP_4511054.1,2,Homo sapiens
YP_334000.1,5,Homo sapiens
XP_8810745.1,1,Homo sapiens
AP_8042992.1,3,Homo sapiens
XP_4673957.1,12,Homo sapiens
WP_9055118.1,5,Homo sapiens
AP_9779502.1,9,Homo sapiens
XP_808092.1,7,Homo sapiens
WP_1197996.1,5,Homo sapiens
YP_4917911.1,9,Homo sapiens
WP_4958939.1,7,Homo sapiens
XP_768629.1,7,Homo sapiens
NP_1271248.1,3,Homo sapiens
RP_1483640.1,6,Homo sapiens
NP_6151865.1,7,Homo sapiens
RP_6534323.1,5,Homo sapiens
XP_4663653.1,10,Homo sapiens
WP_785503.1,7,Homo sapiens
NP_437283.1,2,Homo sapiens
YP_4877421.1,4,Homo sapiens
AP_5796390.1,3,Homo sapiens
ZP_2597934.1,5,Homo sapiens
WP_678110.1,9,Homo sapiens
WP_4702606.1,3,Homo sapiens
ZP_8384578.1,10,Homo sapiens
YP_4443699.1,3,Homo sapiens
ZP_7253314.1,2,Homo sapiens
NP_7026767.1,2,Homo sapiens
ZP_9424391.1,7,Homo sapiens
AP_3006492.1,8,Homo sapiens
YP_3634150.1,0,Homo sapiens
WP_5786321.1,11,Homo sapiens
YP_222019.1,5,Homo sapiens
AP_1865317.1,4,Homo sapiens
NP_8302637.1,6,Homo sapiens
AP_9173102.1,7,Homo sapiens
RP_9082339.1,1,Homo sapiens
WP_7880047.1,5,Homo sapiens
ZP_4390447.1,1,Homo sapiens
XP_244771.1,6,Homo sapiens
AP_5849593.1,7,Homo sapiens
ZP_1920908.1,7,Homo sapiens
NP_8599970.1,3,Homo sapiens
XP_5633831.1,4,Homo sapiens
RP_4470602.1,2,Homo sapiens
RP_4767592.1,4,Homo sapiens
RP_7384268.1,3,Homo sapiens
NP_3150999.1,4,Homo sapiens
ZP_3151622.1,7,Homo sapiens
NP_875292.1,8,Homo sapiens
YP_2433647.1,8,Homo sapiens
WP_6672829.1,9,Homo sapiens
NP_289073.1,6,Homo sapiens
NP_7215972.1,5,Homo sapiens
AP_4514011.1,4,Homo sapiens
NP_1185610.1,6,Homo sapiens
XP_8281932.1,8,Homo sapiens
RP_3958884.1,6,Homo sapiens
XP_5400101.1,5,Homo sapiens
NP_7032973.1,9,Homo sapiens
ZP_676515.1,4,Homo sapiens
AP_4387382.1,3,Homo sapiens
XP_5121983.1,4,Homo sapiens
NP_2085681.1,0,Homo sapiens
RP_2661913.1,5,Homo sapiens
YP_1649317.1,3,Homo sapiens
WP_3586142.1,7,Homo sapiens
WP_1659657.1,6,Homo sapiens
WP_8296906.1,1,Homo sapiens
YP_6038271.1,3,Homo sapiens
ZP_645726.1,5,Homo sapiens
ZP_7866824.1,6,Homo sapiens
WP_8930852.1,15,Homo sapiens
XP_590999.1,10,Homo sapiens
XP_6300853.1,8,Homo sapiens
YP_7722611.1,16,Homo sapiens
XP_8896015.1,0,Homo sapiens
RP_1403306.1,11,Homo sapiens
AP_8909210.1,1,Homo sapiens
NP_6667304.1,3,Homo sapiens
ZP_2443136.1,2,Homo sapiens
NP_4522888.1,6,Homo sapiens
YP_6524342.1,10,Homo sapiens
NP_7228146.1,3,Homo sapiens
AP_185166.1,4,Homo sapiens
AP_3543571.1,4,Homo sapiens
RP_397883.1,4,Homo sapiens
NP_856079.1,6,Homo sapiens
RP_1543401.1,4,Homo sapiens
XP_6870153.1,3,Homo sapiens
YP_3111165.1,3,Homo sapiens
RP_1286430.1,6,Homo sapiens
YP_7015096.1,3,Homo sapiens
XP_3909395.1,6,Homo sapiens
NP_2759786.1,11,Homo sapiens
WP_8801524.1,6,Homo sapiens
AP_8837452.1,7,Homo sapiens
RP_4422751.1,8,Homo sapiens
XP_5348575.1,4,Homo sapiens
NP_3031531.1,6,Homo sapiens
YP_7223753.1,2,Homo sapiens
NP_1514474.1,6,Homo sapiens
YP_8150418.1,6,Homo sapiens
NP_5720724.1,2,Homo sapiens
WP_5344761.1,4,Homo sapiens
XP_1669720.1,4,Homo sapiens
ZP_5281930.1,5,Homo sapiens
RP_7743374.1,5,Homo sapiens
NP_3671387.1,5,Homo sapiens
AP_5014150.1,1,Homo sapiens
XP_5382433.1,0,Homo sapiens
NP_7838170.1,10,Homo sapiens
WP_8521374.1,12,Homo sapiens
RP_6389270.1,4,Homo sapiens
XP_1560235.1,12,Homo sapiens
AP_1527197.1,5,Homo sapiens
WP_4228784.1,7,Homo sapiens
RP_7239580.1,8,Homo sapiens
YP_6868419.1,4,Homo sapiens
AP_7202983.1,4,Homo sapiens
AP_411385.1,3,Homo sapiens
ZP_3707323.1,4,Homo sapiens
XP_6614524.1,9,Homo sapiens
RP_9422084.1,11,Homo sapiens
XP_909359.1,6,Homo sapiens
XP_2301580.1,3,Homo sapiens
ZP_1594139.1,4,Homo sapiens
AP_3109828.1,6,Homo sapiens
AP_169518.1,6,Homo sapiens
ZP_8608851.1,3,Homo sapiens
WP_6142060.1,2,Homo sapiens
NP_6787764.1,5,Homo sapiens
AP_2876374.1,3,Homo sapiens
ZP_2418620.1,2,Homo sapiens
ZP_7400259.1,8,Homo sapiens
NP_9572917.1,3,Homo sapiens
NP_8659556.1,4,Homo sapiens
XP_5621452.1,6,Homo sapiens
WP_8050806.1,2,Homo sapiens
NP_8814892.1,3,Homo sapiens
WP_3877341.1,3,Homo sapiens
XP_8757116.1,3,Homo sapiens
ZP_5998931.1,6,Homo sapiens
ZP_1870403.1,6,Homo sapiens
YP_7668370.1,8,Homo sapiens
WP_9765093.1,5,Homo sapiens
ZP_2285454.1,4,Homo sapiens
RP_8028248.1,2,Homo sapiens
ZP_5327528.1,6,Homo sapiens
ZP_627409.1,7,Homo sapiens
NP_387635.1,5,Homo sapiens
RP_4822340.1,2,Homo sapiens
XP_4878972.1,6,Homo sapiens
ZP_1793481.1,9,Homo sapiens
YP_3161342.1,5,Homo sapiens
RP_497891.1,8,Homo sapiens
WP_4794505.1,4,Homo sapiens
XP_1141566.1,4,Homo sapiens
WP_5181502.1,2,Homo sapiens
WP_3534078.1,3,Homo sapiens
AP_9559521.1,11,Homo sapiens
WP_4541971.1,12,Homo sapiens
NP_7423777.1,9,Homo sapiens
NP_9375707.1,7,Homo sapiens
YP_3153407.1,8,Homo sapiens
XP_507974.1,6,Homo sapiens
AP_6918922.1,6,Homo sapiens
YP_1251882.1,2,Homo sapiens
RP_8218612.1,5,Homo sapiens
ZP_7099366.1,3,Homo sapiens
NP_800270.1,1,Homo sapiens
NP_4722942.1,7,Homo sapiens
YP_292458.1,9,Homo sapiens
ZP_4818912.1,1,Homo sapiens
RP_3996937.1,5,Homo sapiens
ZP_5597963.1,5,Homo sapiens
WP_4202553.1,5,Homo sapiens
WP_8534858.1,6,Homo sapiens
WP_9839458.1,5,Homo sapiens
ZP_3117193.1,6,Homo sapiens
WP_2212368.1,8,Homo sapiens
XP_6918753.1,8,Homo sapiens
YP_6536737.1,1,Homo sapiens
ZP_5882197.1,6,Homo sapiens
XP_4171867.1,10,Homo sapiens
NP_1518060.1,7,Homo sapiens
YP_4739022.1,5,Homo sapiens
AP_8637333.1,6,Homo sapiens
AP_2368693.1,7,Homo sapiens
YP_7788659.1,6,Homo sapiens
NP_8810506.1,5,Homo sapiens
WP_3602415.1,8,Homo sapiens
NP_8543353.1,8,Homo sapiens
YP_5332651.1,5,Homo sapiens
YP_2218219.1,4,Homo sapiens
NP_8533864.1,8,Homo sapiens
NP_8990872.1,2,Homo sapiens
NP_9428303.1,6,Homo sapiens
ZP_9740998.1,5,Homo sapiens
ZP_579809.1,6,Homo sapiens
YP_4275282.1,2,Homo sapiens
ZP_6964547.1,8,Homo sapiens
XP_2673697.1,5,Homo sapiens
RP_3700952.1,7,Homo sapiens
XP_5646510.1,1,Homo sapiens
ZP_9433348.1,2,Homo sapiens
ZP_7996403.1,5,Homo sapiens
AP_5454342.1,5,Homo sapiens
AP_242157.1,1,Homo sapiens
AP_4888109.1,5,Homo sapiens
NP_1562603.1,6,Homo sapiens
XP_236645.1,2,Homo sapiens
ZP_1752131.1,6,Homo sapiens
XP_8830829.1,3,Homo sapiens
RP_9668188.1,6,Homo sapiens
ZP_153687.1,4,Homo sapiens
YP_2590272.1,10,Homo sapiens
AP_5273395.1,2,Homo sapiens
NP_4876415.1,13,Homo sapiens
AP_7308387.1,2,Homo sapiens
AP_3961607.1,1,Homo sapiens
WP_4224390.1,9,Homo sapiens
RP_9615717.1,5,Homo sapiens
ZP_1653744.1,10,Homo sapiens
AP_5793014.1,3,Homo sapiens
XP_5559501.1,6,Homo sapiens
RP_2972875.1,2,Homo sapiens
YP_1941646.1,4,Homo sapiens
ZP_5900545.1,11,Homo sapiens
AP_8138508.1,3,Homo sapiens
WP_1696246.1,6,Homo sapiens
WP_8294253.1,3,Homo sapiens
RP_2569930.1,3,Homo sapiens
YP_8326036.1,6,Homo sapiens
RP_4942256.1,9,Homo sapiens
ZP_2569970.1,12,Homo sapiens
XP_5162581.1,5,Homo sapiens
XP_5412470.1,7,Homo sapiens
AP_2678682.1,4,Homo sapiens
ZP_1604900.1,5,Homo sapiens
YP_8680504.1,3,Homo sapiens
RP_4707765.1,8,Homo sapiens
NP_7257676.1,5,Homo sapiens
AP_8722587.1,8,Homo sapiens
WP_8766712.1,2,Homo sapiens
RP_5669451.1,7,Homo sapiens
RP_4891882.1,9,Homo sapiens
RP_1095893.1,0,Homo sapiens
WP_2770492.1,6,Homo sapiens
XP_3077299.1,4,Homo sapiens
XP_4637454.1,4,Homo sapiens
YP_1646064.1,6,Homo sapiens
NP_2815548.1,6,Homo sapiens
